Workplace Census Block Code ,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,Year
245102302001012,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,2,2,0,0,0,0,2015
245102302001013,37,3,18,16,10,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,5,0,20,16,0,0,0,1,36,1,5,10,12,7,13,24,0,0,0,0,37,3,34,0,0,0,2015
245102302001014,64,25,25,14,7,23,34,0,0,0,0,0,0,17,0,0,3,7,12,0,0,0,0,0,0,25,0,53,3,0,7,0,1,64,0,3,9,16,11,32,32,0,26,1,23,14,55,0,0,4,5,2015
245102302001015,6,2,4,0,2,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,2,0,2,1,5,0,4,0,0,2,6,0,0,0,0,2015
245102302001016,8,3,5,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,1,0,2,1,2,5,3,0,0,0,7,1,0,0,7,0,1,2015
245102302001018,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2015
245102302001019,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2015
245102302001020,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,2015
245102302002000,13,7,6,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,10,3,0,0,0,0,13,0,0,2,1,3,9,4,0,2,10,0,1,12,0,1,0,0,2015
245102302002003,8,4,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,1,7,1,0,3,1,0,3,5,0,8,0,0,0,8,0,0,0,0,2015
245102302002006,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,0,0,2,0,0,2,0,0,0,0,2015
245102302002009,22,12,8,2,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,17,4,0,1,0,0,21,1,2,5,1,2,13,9,0,0,22,0,0,0,22,0,0,0,2015
245102302002010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2015
245102302002011,46,9,26,11,1,15,30,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,0,0,0,0,44,2,7,17,11,2,36,10,0,0,0,46,0,0,46,0,0,0,2015
245102302002013,10,1,7,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,9,1,0,0,0,0,10,0,0,3,4,2,7,3,4,2,0,0,4,10,0,0,0,0,2015
245102302002014,12,2,7,3,4,4,4,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,11,1,2,4,2,2,7,5,3,9,0,0,0,12,0,0,0,0,2015
245102302002017,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,2015
245102303001006,18,8,7,3,5,8,5,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,0,0,0,2,17,1,1,1,5,3,15,3,0,1,0,0,17,16,1,0,1,0,2015
245102303001018,127,26,67,34,13,62,52,0,0,0,16,30,0,0,0,0,5,3,0,0,0,0,0,0,0,73,0,96,30,1,0,0,0,121,6,12,32,31,26,93,34,0,11,0,83,33,35,20,68,4,0,2015
245102303001019,3,0,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,2,0,1,2,1,0,0,2,0,1,3,0,0,0,0,2015
245102303001020,2,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2015
245102303001032,19,8,8,3,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,3,0,0,0,0,18,1,4,2,2,3,11,8,1,0,0,18,0,1,18,0,0,0,2015
245102303001033,8,0,8,0,0,1,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,7,1,2,1,3,2,7,1,0,0,0,0,8,0,0,0,0,8,2015
245102303001037,182,16,121,45,11,31,140,0,0,0,0,0,37,0,0,0,0,0,0,0,145,0,0,0,0,0,0,102,77,0,1,0,2,173,9,25,39,45,57,150,32,0,1,0,2,179,0,34,2,3,143,2015
245102303001051,48,18,24,6,7,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,34,9,1,4,0,0,44,4,5,8,5,12,24,24,48,0,0,0,0,0,48,0,0,0,2015
245102303001056,129,11,70,48,6,27,96,0,0,0,0,119,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,68,1,9,0,4,128,1,26,40,32,20,111,18,0,1,0,0,128,1,0,0,0,128,2015
245102303001060,409,57,218,134,30,122,257,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,279,119,2,7,0,2,403,6,26,79,118,129,232,177,1,0,0,1,407,2,1,3,0,403,2015
245102303002001,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2015
245102303002002,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,2015
245102303002005,2,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,2015
245102303002006,6,2,4,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,2,2,4,2,6,0,0,0,0,6,0,0,0,0,2015
245102303002007,8,0,0,8,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,1,4,2,1,6,2,0,0,0,8,0,8,0,0,0,0,2015
245102303002008,5,0,4,1,2,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,0,1,0,2,2,4,1,0,0,0,0,5,4,0,1,0,0,2015
245102303002010,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2015
245102303002011,4,1,2,1,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,2,0,1,0,3,1,4,0,0,0,0,4,0,0,0,0,2015
245102401001001,34,4,21,9,25,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,28,4,0,2,0,0,33,1,3,11,9,7,18,16,9,0,0,0,25,34,0,0,0,0,2015
245102401001002,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,2015
245102401001003,3146,1211,1658,277,466,985,1695,0,0,0,0,3,0,0,2305,58,0,10,180,486,89,0,1,1,13,0,0,2251,656,21,164,3,51,2989,157,251,482,607,595,1722,1424,16,3,5,2546,576,40,1,143,4,2958,2015
245102401001012,10,4,4,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,9,1,0,0,0,0,10,0,0,2,2,2,9,1,8,0,0,0,2,10,0,0,0,0,2015
245102401001013,22,5,13,4,2,6,14,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,2,0,17,4,0,1,0,0,22,0,1,7,6,3,14,8,0,0,0,0,22,0,0,13,0,9,2015
245102401001014,27,11,11,5,15,11,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,5,2,1,0,2,25,2,1,5,7,3,15,12,20,0,0,0,7,27,0,0,0,0,2015
245102401001015,59,1,31,27,3,14,42,0,0,0,0,10,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,45,14,0,0,0,0,57,2,9,17,16,16,56,3,0,0,0,4,55,15,0,0,0,44,2015
245102401001017,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2015
245102401001018,40,13,18,9,4,13,23,0,0,0,0,0,0,0,0,0,1,0,37,0,2,0,0,0,0,0,0,34,1,0,4,0,1,40,0,3,8,5,11,28,12,0,1,18,0,21,24,0,15,0,1,2015
245102401001020,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2015
245102401001021,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,1,2015
245102401001022,56,4,38,14,0,3,53,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,2,0,0,54,2,5,13,16,18,48,8,0,0,0,0,56,0,54,2,0,0,2015
245102401001025,22,4,9,9,8,4,10,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,22,0,1,5,9,3,12,10,0,0,0,0,22,22,0,0,0,0,2015
245102401001026,34,7,21,6,0,10,24,0,0,0,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,31,1,1,1,0,0,33,1,3,2,9,13,22,12,1,0,0,4,29,32,0,2,0,0,2015
245102401001027,5,0,2,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,0,1,2,1,1,5,0,1,0,0,0,4,5,0,0,0,0,2015
245102401001030,790,288,413,89,199,156,435,0,0,0,0,37,43,210,2,193,43,0,110,0,0,0,36,9,63,44,0,576,145,1,48,0,20,760,30,57,110,158,177,391,399,39,94,191,3,463,51,155,138,192,254,2015
245102401001032,4,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,3,1,1,3,4,0,0,0,0,4,0,0,0,0,2015
245102401001033,7,2,5,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,1,0,3,1,6,1,0,0,0,7,0,7,0,0,0,0,2015
245102401001035,68,35,29,4,30,24,14,0,0,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,15,19,0,48,19,0,0,0,1,63,5,8,6,11,8,20,48,20,20,3,14,11,67,0,0,0,1,2015
245102401001036,9,2,5,2,3,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,0,8,1,0,0,0,0,9,0,1,2,4,0,4,5,3,1,0,2,3,6,0,0,0,3,2015
245102401001038,17,1,12,4,4,10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,2,0,0,0,0,17,0,4,3,5,4,7,10,14,1,0,2,0,17,0,0,0,0,2015
245102401001039,93,19,51,23,8,51,34,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,67,22,2,1,0,1,90,3,8,27,21,18,68,25,0,0,0,0,93,0,0,69,0,24,2015
245102401001042,8,0,3,5,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,2,4,2,8,0,0,0,0,0,8,0,0,0,0,8,2015
245102401001045,9,0,5,4,5,1,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,7,2,1,6,1,1,3,6,0,0,0,0,9,0,0,9,0,0,2015
245102401002001,10,2,3,5,0,8,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,3,7,0,0,0,0,10,0,0,4,4,0,9,1,0,0,0,0,10,10,0,0,0,0,2015
245102401002003,7,0,5,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,1,0,0,0,0,7,0,1,2,1,3,7,0,0,0,0,0,7,7,0,0,0,0,2015
245102401002004,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,1,1,2,1,0,2,0,0,3,0,0,0,0,2015
245102401002006,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2015
245102401002007,20,5,11,4,3,14,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,1,0,0,13,2,0,4,1,0,18,2,1,4,7,3,5,15,3,0,0,16,1,20,0,0,0,0,2015
245102401002008,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2015
245102401002009,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2015
245102401002010,7,1,4,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,1,0,2,3,4,3,0,0,0,6,1,6,0,0,0,1,2015
245102401002011,5,1,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,1,3,3,2,5,0,0,0,0,5,0,0,0,0,2015
245102401002015,3,0,1,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0,2,0,1,0,3,0,0,0,1,2,2,1,0,0,0,2015
245102401002025,41,17,19,5,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,28,0,38,3,0,0,0,0,41,0,2,7,7,8,3,38,0,0,0,2,39,12,27,2,0,0,2015
245102401002048,423,62,237,124,322,33,68,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,225,187,5,2,0,4,417,6,70,135,94,62,393,30,0,0,1,0,422,0,0,384,0,39,2015
245102402001001,7,0,4,3,2,2,3,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,7,0,0,0,0,0,7,0,0,1,4,2,5,2,2,0,3,0,2,7,0,0,0,0,2015
245102402001002,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2015
245102402001003,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,1,0,1,0,0,2,0,0,0,0,2015
245102402001006,2,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,2,0,0,0,0,2,0,0,0,0,2015
245102402001007,11,3,5,3,2,6,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7,0,8,1,0,0,0,2,11,0,0,1,4,3,6,5,1,0,0,0,10,10,0,0,0,1,2015
245102402001008,458,30,245,183,39,17,402,0,0,0,0,396,56,0,0,0,0,0,6,0,0,0,0,0,0,0,0,300,146,1,10,0,1,448,10,47,127,139,115,370,88,0,3,1,1,453,4,0,54,1,399,2015
245102402001009,5,3,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,2,4,1,0,0,0,0,5,0,0,5,0,0,2015
245102402001010,811,256,425,130,281,419,111,0,0,0,2,0,0,75,0,5,0,38,71,0,582,0,18,0,0,20,0,504,250,11,38,0,8,705,106,110,160,165,120,436,375,12,26,61,557,155,71,53,49,2,636,2015
245102402001011,44,23,20,1,16,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,41,1,0,1,0,1,39,5,4,6,4,7,23,21,0,0,0,0,44,0,44,0,0,0,2015
245102402001012,42,8,23,11,15,10,17,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,12,0,1,0,36,4,1,1,0,0,41,1,5,9,13,7,24,18,5,11,0,1,25,39,0,1,0,2,2015
245102402001015,8,3,4,1,1,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,7,1,0,0,0,0,7,1,1,2,1,1,4,4,2,0,4,0,2,6,0,2,0,0,2015
245102402001016,75,16,35,24,25,13,37,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,43,0,0,0,67,6,0,0,0,2,74,1,4,15,15,25,38,37,0,0,0,2,73,1,45,0,0,29,2015
245102402001018,33,6,23,4,3,12,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,12,17,0,4,0,0,33,0,4,9,6,8,7,26,0,1,0,0,32,1,0,0,0,32,2015
245102402001019,12,2,8,2,11,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,8,4,0,0,0,0,9,3,2,3,3,2,7,5,3,4,0,5,0,11,0,0,0,1,2015
245102402001020,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,2,2,0,0,0,0,2015
245102402001021,22,8,10,4,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,21,0,0,0,0,1,19,3,2,5,4,3,6,16,0,22,0,0,0,22,0,0,0,0,2015
245102402001022,60,9,29,22,11,19,30,0,0,0,0,40,0,8,0,0,0,0,0,0,3,0,0,0,9,0,0,44,14,0,0,0,2,58,2,7,13,17,14,45,15,0,8,2,11,39,20,36,2,0,2,2015
245102402002000,9,3,6,0,2,6,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,1,0,4,0,9,0,0,0,0,9,9,0,0,0,0,2015
245102402002001,23,3,17,3,11,7,5,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,18,0,0,1,0,20,3,0,0,0,0,23,0,2,7,5,6,5,18,2,0,16,0,5,19,0,1,0,3,2015
245102402002002,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2015
245102402002004,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,2,0,0,0,0,2015
245102402002005,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2015
245102402002007,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2015
245102402002010,2,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,2015
245102402002011,6,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,0,6,0,1,2,1,2,3,3,6,0,0,0,0,6,0,0,0,0,2015
245102402002013,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,2015
245102402002014,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,6,0,0,0,0,0,6,0,1,2,1,2,0,6,0,1,0,5,0,6,0,0,0,0,2015
245102403001000,14,3,9,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,6,0,1,0,0,13,1,3,2,2,4,6,8,0,0,0,1,13,0,0,0,1,13,2015
245102403001001,24,8,11,5,18,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,2,0,0,7,15,0,1,0,1,22,2,4,3,6,3,12,12,7,14,0,2,1,23,0,0,0,1,2015
245102403001003,25,9,14,2,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,16,1,1,7,0,0,24,1,2,3,10,1,10,15,0,0,2,14,9,25,0,0,0,0,2015
245102403001004,4,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,3,3,1,0,0,0,4,0,4,0,0,0,0,2015
245102403001005,10,1,9,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,3,0,0,0,0,10,0,1,4,2,2,7,3,0,0,10,0,0,10,0,0,0,0,2015
245102403001006,138,58,70,10,10,29,99,0,0,0,0,0,0,15,0,22,1,0,97,0,0,0,0,0,3,0,0,110,16,0,10,0,2,134,4,9,22,23,26,97,41,2,105,0,4,27,52,75,1,4,6,2015
245102403001009,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2015
245102403001011,34,16,13,5,12,9,13,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,2,0,0,8,0,23,8,0,1,0,2,32,2,1,10,5,2,10,24,0,0,0,11,23,19,0,0,2,13,2015
245102403002000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2015
245102403002001,2,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,2,1,0,1,0,0,2015
245102403002002,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,1,0,2,0,2,0,0,0,2,0,0,0,0,2015
245102403002004,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2015
245102403002005,38,20,15,3,24,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,36,0,0,27,10,0,1,0,0,37,1,2,4,4,8,29,9,0,0,0,0,38,0,1,0,0,37,2015
245102403003001,4,0,4,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,1,2,1,1,3,0,1,0,0,3,4,0,0,0,0,2015
245102403003002,5,1,4,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,5,0,3,0,0,1,1,4,2,0,0,0,3,5,0,0,0,0,2015
