respondentID,activity_year,loan_type,action_taken_type,state,county,msa,agency_code,nLenders,nLoans,amtLoans,nLoansToSmallest,amtLoansToSmallest,institution_name,agency,amtLoans_adj,amtLoansToSmallest_adj
11578,2016,4,1,11.0,1.0,47894.0,3,,10,3549000,5,2274000,BURKE & HERBERT BK & TR CO (VA),FDIC,3549000,2274000
11578,2017,4,1,11.0,1.0,47894.0,3,,8,1875000,5,1046000,BURKE & HERBERT BK & TR CO (VA),FDIC,1875000,1046000
11813,2004,4,1,11.0,1.0,47894.0,3,,1,9000,1,9000,,FDIC,9000,9000
11813,2005,4,1,11.0,1.0,47894.0,3,,1,200000,1,200000,,FDIC,200000,200000
11813,2006,4,1,11.0,1.0,47894.0,3,,2,206000,2,206000,,FDIC,206000,206000
11813,2007,4,1,11.0,1.0,47894.0,3,,2,500000,2,500000,,FDIC,500000,500000
11813,2008,4,1,11.0,1.0,47894.0,3,,1,600000,1,600000,,FDIC,600000,600000
11813,2013,4,1,11.0,1.0,47894.0,3,,1,25000,1,25000,,FDIC,25000,25000
11813,2014,4,1,11.0,1.0,47894.0,3,,1,25000,1,25000,,FDIC,25000,25000
11813,2015,4,1,11.0,1.0,47894.0,3,,1,25000,0,0,,FDIC,25000,0
12054,2004,4,1,11.0,1.0,47894.0,3,,3,570000,0,0,,FDIC,570000,0
12054,2005,4,1,11.0,1.0,47894.0,3,,5,1990000,0,0,,FDIC,1990000,0
12054,2007,4,1,11.0,1.0,47894.0,3,,1,665000,0,0,,FDIC,665000,0
12090,2010,4,1,11.0,1.0,47894.0,4,,1,300000,1,300000,,OTS,300000,300000
12383,2011,4,1,11.0,1.0,47894.0,3,,1,63000,0,0,,FDIC,63000,0
12437,2014,4,1,11.0,1.0,47894.0,3,,1,26000,1,26000,,FDIC,26000,26000
12437,2015,4,1,11.0,1.0,47894.0,3,,1,27000,1,27000,,FDIC,27000,27000
12437,2017,4,1,11.0,1.0,47894.0,3,,1,25000,1,25000,,FDIC,25000,25000
12984,2004,4,1,11.0,1.0,47894.0,3,,8,316000,1,105000,,FDIC,316000,105000
12984,2005,4,1,11.0,1.0,47894.0,3,,6,226000,1,8000,,FDIC,226000,8000
12984,2006,4,1,11.0,1.0,47894.0,3,,5,323000,1,38000,,FDIC,323000,38000
12984,2007,4,1,11.0,1.0,47894.0,3,,2,51000,0,0,,FDIC,51000,0
12986,2006,4,1,11.0,1.0,47894.0,3,,1,325000,0,0,,FDIC,325000,0
13044,2004,4,1,11.0,1.0,47894.0,1,,271,53380000,120,14015000,"Bank of America, N.A. (CA)",OCC,53380000,14015000
13044,2005,4,1,11.0,1.0,47894.0,1,,284,49009000,134,14717000,"Bank of America, N.A. (CA)",OCC,49009000,14717000
13044,2006,4,1,11.0,1.0,47894.0,1,,231,39377000,79,6745000,"Bank of America, N.A. (CA)",OCC,39377000,6745000
13044,2007,4,1,11.0,1.0,47894.0,1,,197,46064000,52,6519000,"Bank of America, N.A. (CA)",OCC,46064000,6519000
13044,2008,4,1,11.0,1.0,47894.0,1,,157,43689000,20,3763000,"Bank of America, N.A. (CA)",OCC,43689000,3763000
13044,2009,4,1,11.0,1.0,47894.0,1,,112,30383000,10,2613000,"Bank of America, N.A. (CA)",OCC,30383000,2613000
13044,2010,4,1,11.0,1.0,47894.0,1,,101,32891000,18,5300000,"Bank of America, N.A. (CA)",OCC,32891000,5300000
13044,2011,4,1,11.0,1.0,47894.0,1,,141,30902000,11,2625000,"Bank of America, N.A. (CA)",OCC,30902000,2625000
13044,2012,4,1,11.0,1.0,47894.0,1,,192,35848000,16,5240000,"Bank of America, N.A. (CA)",OCC,35848000,5240000
