census_tract,activity_year,income_group_code,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansTotal,amtLoansTotal
806,2010,5,4,"$25,000 ",0,$0 ,0,$0 ,1,"$22,000 ",4,"$25,000 "
807,2010,4,7,"$51,000 ",0,$0 ,0,$0 ,5,"$48,000 ",7,"$51,000 "
808,2010,3,3,"$23,000 ",0,$0 ,0,$0 ,2,"$22,000 ",3,"$23,000 "
901,2010,7,16,"$22,000 ",0,$0 ,0,$0 ,4,"$5,000 ",16,"$22,000 "
902,2010,11,22,"$152,000 ",0,$0 ,0,$0 ,6,"$76,000 ",22,"$152,000 "
903,2010,7,7,"$78,000 ",0,$0 ,0,$0 ,2,"$5,000 ",7,"$78,000 "
904,2010,3,13,"$118,000 ",1,"$250,000 ",2,"$850,000 ",1,"$30,000 ",16,"$1,218,000 "
905,2010,5,15,"$102,000 ",2,"$336,000 ",0,$0 ,3,"$34,000 ",17,"$438,000 "
906,2010,6,4,"$7,000 ",1,"$155,000 ",0,$0 ,4,"$159,000 ",5,"$162,000 "
907,2010,5,4,"$35,000 ",0,$0 ,0,$0 ,0,$0 ,4,"$35,000 "
908,2010,6,17,"$317,000 ",4,"$780,000 ",1,"$325,000 ",10,"$642,000 ",22,"$1,422,000 "
909,2010,4,3,"$34,000 ",0,$0 ,0,$0 ,2,"$31,000 ",3,"$34,000 "
1001,2010,5,0,$0 ,1,"$106,000 ",0,$0 ,1,"$106,000 ",1,"$106,000 "
1002,2010,4,3,"$31,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$31,000 "
1004,2010,6,5,"$27,000 ",0,$0 ,0,$0 ,1,"$10,000 ",5,"$27,000 "
1101,2010,9,42,"$624,000 ",0,$0 ,2,"$1,150,000 ",17,"$374,000 ",44,"$1,774,000 "
1102,2010,9,120,"$2,061,000 ",5,"$894,000 ",5,"$3,321,000 ",42,"$2,713,000 ",130,"$6,276,000 "
1201,2010,13,42,"$427,000 ",2,"$293,000 ",2,"$719,000 ",10,"$397,000 ",46,"$1,439,000 "
1202,2010,8,52,"$831,000 ",3,"$600,000 ",4,"$2,093,000 ",21,"$1,058,000 ",59,"$3,524,000 "
1203,2010,6,26,"$242,000 ",0,$0 ,0,$0 ,6,"$169,000 ",26,"$242,000 "
1204,2010,4,10,"$78,000 ",0,$0 ,0,$0 ,2,"$7,000 ",10,"$78,000 "
1205,2010,4,24,"$441,000 ",2,"$292,000 ",3,"$1,202,000 ",10,"$1,028,000 ",29,"$1,935,000 "
1206,2010,7,64,"$937,000 ",1,"$120,000 ",2,"$1,101,000 ",23,"$1,197,000 ",67,"$2,158,000 "
1207,2010,5,37,"$398,000 ",8,"$1,409,000 ",3,"$1,344,000 ",9,"$484,000 ",48,"$3,151,000 "
1301,2010,4,2,"$75,000 ",0,$0 ,0,$0 ,1,"$65,000 ",2,"$75,000 "
1302,2010,5,5,"$51,000 ",0,$0 ,0,$0 ,4,"$46,000 ",5,"$51,000 "
1303,2010,4,12,"$252,000 ",3,"$379,000 ",0,$0 ,2,"$45,000 ",15,"$631,000 "
1304,2010,5,12,"$87,000 ",1,"$125,000 ",0,$0 ,4,"$30,000 ",13,"$212,000 "
1306,2010,8,88,"$1,029,000 ",2,"$252,000 ",7,"$3,600,000 ",29,"$865,000 ",97,"$4,881,000 "
1307,2010,9,51,"$882,000 ",2,"$370,000 ",1,"$640,000 ",23,"$661,000 ",54,"$1,892,000 "
1308.03,2010,8,12,"$112,000 ",0,$0 ,1,"$920,000 ",6,"$1,006,000 ",13,"$1,032,000 "
1308.04,2010,6,37,"$754,000 ",1,"$150,000 ",2,"$612,000 ",9,"$561,000 ",40,"$1,516,000 "
1308.05,2010,13,4,"$118,000 ",0,$0 ,0,$0 ,0,$0 ,4,"$118,000 "
1308.06,2010,7,36,"$528,000 ",3,"$600,000 ",1,"$1,000,000 ",10,"$575,000 ",40,"$2,128,000 "
1401,2010,10,27,"$162,000 ",1,"$150,000 ",1,"$600,000 ",7,"$81,000 ",29,"$912,000 "
1402,2010,3,3,"$14,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$14,000 "
1403,2010,5,11,"$151,000 ",0,$0 ,0,$0 ,8,"$147,000 ",11,"$151,000 "
1501,2010,4,4,"$1,000 ",0,$0 ,0,$0 ,2,"$1,000 ",4,"$1,000 "
1502,2010,5,2,"$10,000 ",0,$0 ,1,"$561,000 ",3,"$571,000 ",3,"$571,000 "
1504,2010,5,3,"$21,000 ",0,$0 ,0,$0 ,3,"$21,000 ",3,"$21,000 "
1505,2010,6,15,"$264,000 ",0,$0 ,0,$0 ,4,"$91,000 ",15,"$264,000 "
1506,2010,5,10,"$76,000 ",0,$0 ,1,"$525,000 ",8,"$72,000 ",11,"$601,000 "
1507.01,2010,7,3,"$3,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$3,000 "
1507.02,2010,8,5,"$10,000 ",0,$0 ,0,$0 ,2,"$8,000 ",5,"$10,000 "
1508,2010,6,18,"$73,000 ",0,$0 ,0,$0 ,6,"$49,000 ",18,"$73,000 "
1509,2010,7,3,"$10,000 ",0,$0 ,0,$0 ,2,"$5,000 ",3,"$10,000 "
1510,2010,6,9,"$64,000 ",0,$0 ,1,"$700,000 ",3,"$702,000 ",10,"$764,000 "
1511,2010,8,18,"$50,000 ",0,$0 ,0,$0 ,3,"$21,000 ",18,"$50,000 "
1512,2010,5,3,"$20,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$20,000 "
1513,2010,4,10,"$95,000 ",0,$0 ,2,"$1,000,000 ",2,"$2,000 ",12,"$1,095,000 "
1601,2010,4,2,"$5,000 ",0,$0 ,0,$0 ,1,"$4,000 ",2,"$5,000 "
1602,2010,5,2,"$7,000 ",0,$0 ,0,$0 ,2,"$7,000 ",2,"$7,000 "
1603,2010,4,4,"$22,000 ",0,$0 ,0,$0 ,2,"$2,000 ",4,"$22,000 "
1604,2010,4,5,"$47,000 ",0,$0 ,0,$0 ,1,"$25,000 ",5,"$47,000 "
1605,2010,5,6,"$136,000 ",1,"$103,000 ",1,"$835,000 ",3,"$228,000 ",8,"$1,074,000 "
1606,2010,5,6,"$142,000 ",1,"$250,000 ",0,$0 ,3,"$106,000 ",7,"$392,000 "
1607,2010,6,3,"$5,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$5,000 "
1608.01,2010,7,3,"$1,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$1,000 "
1608.02,2010,6,4,"$7,000 ",0,$0 ,0,$0 ,2,"$4,000 ",4,"$7,000 "
1701,2010,4,18,"$174,000 ",1,"$165,000 ",0,$0 ,5,"$221,000 ",19,"$339,000 "
1702,2010,3,1,"$3,000 ",0,$0 ,0,$0 ,0,$0 ,1,"$3,000 "
1703,2010,4,3,"$3,000 ",0,$0 ,1,"$280,000 ",3,"$3,000 ",4,"$283,000 "
1801,2010,3,3,"$7,000 ",1,"$150,000 ",0,$0 ,2,"$2,000 ",4,"$157,000 "
1803,2010,5,18,"$367,000 ",1,"$131,000 ",2,"$830,000 ",7,"$742,000 ",21,"$1,328,000 "
1901,2010,4,9,"$82,000 ",0,$0 ,0,$0 ,1,"$20,000 ",9,"$82,000 "
1902,2010,6,12,"$36,000 ",0,$0 ,0,$0 ,3,"$6,000 ",12,"$36,000 "
1903,2010,4,5,"$32,000 ",0,$0 ,0,$0 ,4,"$31,000 ",5,"$32,000 "
2002,2010,6,12,"$139,000 ",1,"$106,000 ",0,$0 ,2,"$15,000 ",13,"$245,000 "
2003,2010,4,7,"$39,000 ",0,$0 ,0,$0 ,2,"$18,000 ",7,"$39,000 "
2004,2010,4,3,"$38,000 ",0,$0 ,0,$0 ,1,"$2,000 ",3,"$38,000 "
2005,2010,5,9,"$114,000 ",0,$0 ,1,"$1,000,000 ",5,"$86,000 ",10,"$1,114,000 "
2006,2010,6,13,"$229,000 ",1,"$103,000 ",0,$0 ,1,"$7,000 ",14,"$332,000 "
2007.01,2010,6,2,"$1,000 ",0,$0 ,0,$0 ,2,"$1,000 ",2,"$1,000 "
2007.02,2010,7,5,"$15,000 ",0,$0 ,0,$0 ,0,$0 ,5,"$15,000 "
2008,2010,6,9,"$89,000 ",0,$0 ,0,$0 ,3,"$50,000 ",9,"$89,000 "
2101,2010,5,65,"$1,012,000 ",4,"$901,000 ",5,"$2,565,000 ",16,"$1,259,000 ",74,"$4,478,000 "
2102,2010,5,38,"$710,000 ",1,"$172,000 ",4,"$2,250,000 ",9,"$161,000 ",43,"$3,132,000 "
2201,2010,13,87,"$899,000 ",4,"$798,000 ",10,"$4,960,000 ",20,"$2,482,000 ",101,"$6,657,000 "
2301,2010,7,26,"$503,000 ",2,"$352,000 ",1,"$750,000 ",9,"$271,000 ",29,"$1,605,000 "
2302,2010,9,35,"$266,000 ",1,"$250,000 ",2,"$1,215,000 ",10,"$616,000 ",38,"$1,731,000 "
2303,2010,6,21,"$181,000 ",0,$0 ,1,"$750,000 ",2,"$20,000 ",22,"$931,000 "
2401,2010,9,29,"$328,000 ",2,"$361,000 ",1,"$350,000 ",16,"$411,000 ",32,"$1,039,000 "
2402,2010,13,48,"$452,000 ",0,$0 ,2,"$1,186,000 ",14,"$552,000 ",50,"$1,638,000 "
2403,2010,11,16,"$76,000 ",0,$0 ,1,"$470,000 ",3,"$486,000 ",17,"$546,000 "
2404,2010,8,30,"$283,000 ",0,$0 ,0,$0 ,10,"$165,000 ",30,"$283,000 "
2501.01,2010,7,2,"$94,000 ",0,$0 ,0,$0 ,2,"$94,000 ",2,"$94,000 "
2501.02,2010,7,5,"$61,000 ",1,"$149,000 ",0,$0 ,2,"$6,000 ",6,"$210,000 "
2501.03,2010,8,49,"$478,000 ",0,$0 ,5,"$2,900,000 ",8,"$885,000 ",54,"$3,378,000 "
2502.03,2010,4,4,"$64,000 ",0,$0 ,1,"$1,000,000 ",2,"$50,000 ",5,"$1,064,000 "
2502.04,2010,3,3,"$20,000 ",0,$0 ,0,$0 ,0,$0 ,3,"$20,000 "
2502.05,2010,7,26,"$461,000 ",2,"$348,000 ",2,"$1,300,000 ",7,"$349,000 ",30,"$2,109,000 "
2502.06,2010,8,49,"$964,000 ",10,"$1,874,000 ",7,"$4,166,000 ",9,"$340,000 ",66,"$7,004,000 "
2502.07,2010,4,7,"$81,000 ",0,$0 ,0,$0 ,0,$0 ,7,"$81,000 "
2503.01,2010,5,5,"$149,000 ",0,$0 ,0,$0 ,0,$0 ,5,"$149,000 "
2503.02,2010,3,2,"$45,000 ",0,$0 ,0,$0 ,1,"$25,000 ",2,"$45,000 "
2503.03,2010,7,14,"$132,000 ",2,"$450,000 ",3,"$2,400,000 ",2,$0 ,19,"$2,982,000 "
2504.01,2010,7,27,"$212,000 ",3,"$482,000 ",3,"$1,874,000 ",12,"$780,000 ",33,"$2,568,000 "
2504.02,2010,4,6,"$19,000 ",0,$0 ,0,$0 ,3,"$7,000 ",6,"$19,000 "
2505,2010,5,33,"$762,000 ",5,"$1,049,000 ",2,"$1,100,000 ",10,"$1,243,000 ",40,"$2,911,000 "
2506,2010,7,16,"$281,000 ",2,"$377,000 ",5,"$2,494,000 ",2,"$3,000 ",23,"$3,152,000 "
2601.01,2010,8,21,"$170,000 ",1,"$104,000 ",0,$0 ,12,"$236,000 ",22,"$274,000 "
2601.02,2010,9,12,"$73,000 ",0,$0 ,0,$0 ,8,"$61,000 ",12,"$73,000 "
2602.01,2010,7,15,"$174,000 ",0,$0 ,0,$0 ,6,"$69,000 ",15,"$174,000 "
2602.02,2010,6,7,"$67,000 ",0,$0 ,0,$0 ,3,"$37,000 ",7,"$67,000 "
2602.03,2010,8,7,"$89,000 ",0,$0 ,0,$0 ,6,"$49,000 ",7,"$89,000 "
2603.01,2010,7,5,"$9,000 ",1,"$102,000 ",0,$0 ,4,"$109,000 ",6,"$111,000 "
2603.02,2010,7,3,"$20,000 ",0,$0 ,0,$0 ,3,"$20,000 ",3,"$20,000 "
2603.03,2010,3,8,"$103,000 ",2,"$405,000 ",0,$0 ,0,$0 ,10,"$508,000 "
2604.01,2010,6,10,"$22,000 ",0,$0 ,0,$0 ,6,"$10,000 ",10,"$22,000 "
2604.02,2010,5,24,"$167,000 ",0,$0 ,3,"$1,500,000 ",6,"$536,000 ",27,"$1,667,000 "
2604.03,2010,7,14,"$195,000 ",2,"$400,000 ",1,"$463,000 ",3,"$477,000 ",17,"$1,058,000 "
2604.04,2010,6,64,"$750,000 ",5,"$668,000 ",2,"$800,000 ",13,"$340,000 ",71,"$2,218,000 "
2605.01,2010,7,46,"$581,000 ",0,$0 ,3,"$2,237,000 ",12,"$1,420,000 ",49,"$2,818,000 "
2606.04,2010,2,1,"$25,000 ",0,$0 ,0,$0 ,1,"$25,000 ",1,"$25,000 "
2606.05,2010,7,86,"$1,032,000 ",3,"$461,000 ",11,"$5,075,000 ",26,"$485,000 ",100,"$6,568,000 "
2607,2010,5,31,"$460,000 ",1,"$117,000 ",3,"$1,800,000 ",14,"$320,000 ",35,"$2,377,000 "
2608,2010,6,17,"$119,000 ",0,$0 ,0,$0 ,2,"$2,000 ",17,"$119,000 "
2609,2010,9,50,"$338,000 ",1,"$152,000 ",3,"$2,227,000 ",17,"$731,000 ",54,"$2,717,000 "
2610,2010,5,12,"$49,000 ",0,$0 ,0,$0 ,6,"$26,000 ",12,"$49,000 "
2611,2010,6,47,"$639,000 ",0,$0 ,0,$0 ,14,"$277,000 ",47,"$639,000 "
2701.01,2010,9,7,"$40,000 ",0,$0 ,0,$0 ,5,"$30,000 ",7,"$40,000 "
2701.02,2010,9,8,"$29,000 ",0,$0 ,0,$0 ,0,$0 ,8,"$29,000 "
2702,2010,9,25,"$206,000 ",0,$0 ,0,$0 ,3,"$15,000 ",25,"$206,000 "
2703.01,2010,10,11,"$191,000 ",0,$0 ,0,$0 ,5,"$156,000 ",11,"$191,000 "
2703.02,2010,9,5,"$79,000 ",1,"$140,000 ",1,"$400,000 ",2,"$4,000 ",7,"$619,000 "
2704.01,2010,8,23,"$102,000 ",1,"$250,000 ",0,$0 ,13,"$75,000 ",24,"$352,000 "
2704.02,2010,9,19,"$80,000 ",1,"$186,000 ",2,"$1,452,000 ",8,"$220,000 ",22,"$1,718,000 "
2705.01,2010,9,17,"$235,000 ",1,"$145,000 ",0,$0 ,6,"$69,000 ",18,"$380,000 "
2705.02,2010,10,20,"$197,000 ",0,$0 ,1,"$670,000 ",9,"$769,000 ",21,"$867,000 "
2706,2010,10,28,"$335,000 ",1,"$146,000 ",1,"$450,000 ",13,"$844,000 ",30,"$931,000 "
2707.01,2010,4,2,"$7,000 ",0,$0 ,0,$0 ,0,$0 ,2,"$7,000 "
2707.02,2010,6,9,"$41,000 ",1,"$110,000 ",0,$0 ,7,"$26,000 ",10,"$151,000 "
2707.03,2010,9,16,"$171,000 ",0,$0 ,0,$0 ,9,"$137,000 ",16,"$171,000 "
2708.01,2010,8,11,"$67,000 ",0,$0 ,0,$0 ,5,"$59,000 ",11,"$67,000 "
2708.02,2010,8,5,"$20,000 ",0,$0 ,1,"$1,000,000 ",1,"$2,000 ",6,"$1,020,000 "
2708.03,2010,8,20,"$241,000 ",1,"$200,000 ",1,"$600,000 ",6,"$244,000 ",22,"$1,041,000 "
2708.04,2010,8,21,"$206,000 ",0,$0 ,0,$0 ,8,"$164,000 ",21,"$206,000 "
2708.05,2010,7,21,"$278,000 ",1,"$200,000 ",2,"$1,279,000 ",3,"$100,000 ",24,"$1,757,000 "
2709.01,2010,7,8,"$48,000 ",0,$0 ,0,$0 ,4,"$22,000 ",8,"$48,000 "
2709.02,2010,9,7,"$47,000 ",0,$0 ,0,$0 ,4,"$29,000 ",7,"$47,000 "
2709.03,2010,10,12,"$162,000 ",0,$0 ,0,$0 ,3,"$48,000 ",12,"$162,000 "
2710.01,2010,6,1,"$3,000 ",0,$0 ,0,$0 ,1,"$3,000 ",1,"$3,000 "
2710.02,2010,7,11,"$206,000 ",0,$0 ,0,$0 ,1,"$6,000 ",11,"$206,000 "
2711.01,2010,11,9,"$91,000 ",1,"$127,000 ",0,$0 ,4,"$156,000 ",10,"$218,000 "
2711.02,2010,13,14,"$105,000 ",0,$0 ,1,"$300,000 ",6,"$68,000 ",15,"$405,000 "
2712,2010,13,78,"$650,000 ",0,$0 ,3,"$1,950,000 ",22,"$229,000 ",81,"$2,600,000 "
2713,2010,13,52,"$386,000 ",2,"$500,000 ",5,"$3,450,000 ",10,"$806,000 ",59,"$4,336,000 "
2714,2010,13,59,"$621,000 ",0,$0 ,0,$0 ,15,"$277,000 ",59,"$621,000 "
2715.01,2010,13,63,"$1,111,000 ",2,"$329,000 ",1,"$315,000 ",16,"$514,000 ",66,"$1,755,000 "
2715.03,2010,13,35,"$312,000 ",0,$0 ,2,"$880,000 ",7,"$107,000 ",37,"$1,192,000 "
2716,2010,5,11,"$248,000 ",1,"$200,000 ",0,$0 ,7,"$161,000 ",12,"$448,000 "
2717,2010,6,18,"$244,000 ",0,$0 ,0,$0 ,9,"$224,000 ",18,"$244,000 "
2718.01,2010,5,8,"$48,000 ",0,$0 ,0,$0 ,5,"$46,000 ",8,"$48,000 "
2718.02,2010,5,6,"$23,000 ",0,$0 ,1,"$457,000 ",2,"$458,000 ",7,"$480,000 "
2719,2010,8,22,"$168,000 ",0,$0 ,0,$0 ,7,"$111,000 ",22,"$168,000 "
2720.01,2010,7,55,"$373,000 ",0,$0 ,0,$0 ,20,"$167,000 ",55,"$373,000 "
2720.02,2010,9,63,"$517,000 ",0,$0 ,1,"$350,000 ",19,"$543,000 ",64,"$867,000 "
2720.03,2010,11,66,"$446,000 ",1,"$134,000 ",0,$0 ,20,"$310,000 ",67,"$580,000 "
2801.01,2010,7,57,"$815,000 ",0,$0 ,2,"$1,050,000 ",16,"$729,000 ",59,"$1,865,000 "
2801.02,2010,7,20,"$115,000 ",2,"$450,000 ",0,$0 ,9,"$15,000 ",22,"$565,000 "
2802,2010,8,17,"$91,000 ",0,$0 ,0,$0 ,9,"$51,000 ",17,"$91,000 "
2803.01,2010,5,6,"$49,000 ",0,$0 ,0,$0 ,1,"$8,000 ",6,"$49,000 "
2803.02,2010,6,4,"$30,000 ",0,$0 ,0,$0 ,2,"$16,000 ",4,"$30,000 "
2804.01,2010,12,11,"$24,000 ",0,$0 ,0,$0 ,4,"$11,000 ",11,"$24,000 "
2804.02,2010,8,7,"$34,000 ",0,$0 ,0,$0 ,3,"$15,000 ",7,"$34,000 "
2804.03,2010,8,16,"$211,000 ",0,$0 ,0,$0 ,7,"$167,000 ",16,"$211,000 "
2804.04,2010,4,1,"$6,000 ",0,$0 ,0,$0 ,1,"$6,000 ",1,"$6,000 "
