,STUSAB,LOGRECNO,B01001_001,B02001_002,B02001_003,B11001_006,B11001A_006,B11001B_006,B15002_011,B15002_028,C15002A_004,C15002A_009,C15002B_004,C15002B_009,B17001_002,B17001A_002,B17001B_002,B19113_001,B19113A_001,B19113B_001,B23025_005,B25003_002,B25003A_002,B25003B_002,B25035_001,B25077_001
161,md,1488,1474,280,941,135,0,125,65,185,14.0,33.0,45.0,127.0,332.0,32.0,157.0,78333.0,66806.0,88523.0,37,317,71,223,1984.0,177000.0
162,md,1489,5185,529,4333,427,20,375,517,391,117.0,36.0,395.0,339.0,493.0,36.0,376.0,74866.0,63036.0,74286.0,162,523,154,326,1980.0,294200.0
163,md,1490,4149,524,3417,127,8,119,300,355,7.0,56.0,283.0,286.0,257.0,0.0,257.0,111016.0,117083.0,110156.0,74,1330,175,1092,1986.0,274200.0
164,md,1491,3877,286,3443,165,6,145,379,503,15.0,41.0,364.0,462.0,358.0,169.0,188.0,85485.0,,86306.0,190,636,22,588,1978.0,220300.0
165,md,1492,4521,533,3707,256,38,218,454,448,40.0,94.0,356.0,333.0,107.0,27.0,70.0,101618.0,76344.0,103682.0,165,1286,168,1027,1969.0,214200.0
166,md,1493,9648,2392,5825,684,109,561,555,334,77.0,144.0,406.0,166.0,257.0,156.0,101.0,99439.0,88486.0,101517.0,319,1705,472,1041,1999.0,279600.0
167,md,1494,2200,346,1734,192,7,185,189,223,39.0,30.0,150.0,190.0,319.0,42.0,245.0,84063.0,103750.0,83446.0,150,610,90,505,1960.0,207000.0
168,md,1495,6500,1043,5303,227,0,212,478,280,33.0,116.0,432.0,164.0,215.0,88.0,127.0,131051.0,128300.0,131157.0,282,1972,386,1546,1986.0,234000.0
169,md,1496,6179,841,5274,476,0,476,512,846,43.0,153.0,469.0,693.0,870.0,118.0,752.0,96855.0,,96210.0,232,1907,409,1482,1967.0,224700.0
170,md,1497,2430,595,1740,264,33,215,326,346,116.0,143.0,205.0,190.0,215.0,47.0,149.0,90469.0,102143.0,78819.0,95,747,212,510,1958.0,222400.0
171,md,1498,3367,322,2941,327,11,316,288,278,17.0,16.0,271.0,262.0,231.0,86.0,145.0,72426.0,71103.0,73750.0,207,1023,90,908,1957.0,197100.0
172,md,1499,2167,204,1804,179,34,127,201,142,6.0,24.0,182.0,109.0,100.0,0.0,83.0,78281.0,82679.0,79722.0,58,809,85,687,1955.0,205400.0
173,md,1500,2513,1131,1123,165,76,69,259,153,177.0,123.0,65.0,17.0,120.0,59.0,61.0,99567.0,106905.0,92292.0,55,750,427,269,1954.0,208700.0
174,md,1501,3490,2038,1255,152,40,112,106,414,79.0,241.0,15.0,160.0,264.0,173.0,91.0,95142.0,89853.0,96800.0,69,771,437,294,1986.0,233200.0
175,md,1502,5546,2943,2507,406,114,292,393,635,145.0,262.0,238.0,351.0,1021.0,753.0,222.0,59911.0,70354.0,52917.0,217,1141,715,395,1964.0,166800.0
176,md,1503,5115,4386,180,111,65,38,270,240,197.0,198.0,0.0,23.0,156.0,116.0,24.0,106970.0,112367.0,42361.0,86,1443,1390,9,1962.0,360800.0
177,md,1504,4784,4141,447,174,140,26,262,247,231.0,212.0,0.0,35.0,241.0,185.0,35.0,120087.0,128194.0,55341.0,43,1555,1478,52,1979.0,301200.0
178,md,1505,5964,3831,869,265,68,143,79,135,0.0,95.0,79.0,40.0,383.0,150.0,130.0,101128.0,132712.0,88478.0,210,1275,1067,30,1986.0,277100.0
179,md,1506,7433,5146,1701,505,224,281,430,579,253.0,378.0,90.0,190.0,629.0,420.0,158.0,86984.0,87453.0,73438.0,176,2082,1765,211,1982.0,309700.0
180,md,1507,5099,3086,1641,181,66,100,345,409,87.0,199.0,258.0,210.0,551.0,286.0,265.0,92287.0,105938.0,82298.0,77,1113,726,326,1989.0,237100.0
181,md,1508,1659,1461,26,22,22,0,26,89,20.0,84.0,0.0,0.0,40.0,40.0,0.0,199803.0,209875.0,,52,564,492,14,1982.0,658100.0
182,md,1509,2825,2615,141,51,39,12,69,95,69.0,95.0,0.0,0.0,107.0,107.0,0.0,177721.0,176000.0,250001.0,6,1012,922,62,1970.0,560200.0
183,md,1510,3269,2984,114,140,132,8,94,256,81.0,256.0,0.0,0.0,126.0,126.0,0.0,134963.0,134118.0,210156.0,27,1477,1430,33,1983.0,369300.0
184,md,1511,5720,2588,2478,223,59,164,355,403,110.0,252.0,172.0,139.0,633.0,132.0,426.0,92338.0,115625.0,68528.0,136,1728,982,547,2001.0,262100.0
185,md,1512,5846,2445,2177,467,116,232,490,393,273.0,165.0,217.0,149.0,178.0,48.0,130.0,77950.0,74594.0,97188.0,264,1372,699,529,1981.0,227900.0
186,md,1513,6224,2420,3058,390,53,305,478,484,189.0,253.0,266.0,217.0,428.0,117.0,160.0,82396.0,84063.0,86127.0,267,1052,593,253,1987.0,254500.0
187,md,1514,9322,3207,4651,749,302,352,568,553,195.0,243.0,223.0,260.0,1343.0,343.0,497.0,51541.0,46587.0,62139.0,262,500,201,243,1983.0,242600.0
188,md,1515,6355,4636,1151,324,213,91,245,276,191.0,196.0,54.0,39.0,432.0,334.0,98.0,135469.0,149167.0,79175.0,107,2044,1638,305,1986.0,331800.0
189,md,1516,5051,1977,2398,384,145,232,197,523,83.0,209.0,75.0,279.0,1037.0,378.0,438.0,51823.0,51373.0,51071.0,342,788,445,288,1977.0,246200.0
190,md,1517,4664,3143,1066,237,105,132,298,380,194.0,259.0,86.0,82.0,495.0,185.0,189.0,99545.0,107969.0,91750.0,110,1232,1013,139,1992.0,259500.0
191,md,1518,7005,4268,1983,502,229,217,639,571,408.0,412.0,177.0,119.0,477.0,200.0,162.0,80316.0,80708.0,88388.0,146,1706,1497,117,1974.0,224400.0
192,md,1519,3959,2606,1080,392,169,214,298,522,219.0,359.0,44.0,154.0,642.0,202.0,378.0,51141.0,60375.0,40363.0,219,936,729,167,1974.0,143600.0
193,md,1520,2852,2707,37,93,93,0,241,318,217.0,318.0,0.0,0.0,199.0,184.0,15.0,109081.0,108787.0,,139,849,829,6,1966.0,350000.0
194,md,1521,1910,1702,149,30,30,0,70,171,70.0,171.0,0.0,0.0,9.0,9.0,0.0,136667.0,131635.0,235000.0,32,707,649,41,1977.0,396600.0
195,md,1522,4240,3785,129,109,99,0,141,277,141.0,210.0,0.0,16.0,284.0,259.0,16.0,160694.0,158403.0,,62,1472,1324,18,1991.0,502200.0
196,md,1523,4704,4453,92,104,97,0,404,433,379.0,411.0,25.0,22.0,206.0,179.0,3.0,112770.0,114387.0,,157,1428,1314,43,1971.0,397900.0
197,md,1524,6012,5741,84,68,68,0,546,426,546.0,410.0,0.0,0.0,228.0,223.0,5.0,114566.0,115114.0,,118,1915,1824,42,1984.0,417800.0
198,md,1525,3008,2788,53,99,99,0,194,279,173.0,266.0,21.0,0.0,45.0,45.0,0.0,110441.0,111103.0,,9,975,931,18,1979.0,489300.0
199,md,1526,5846,5437,95,66,66,0,496,473,457.0,440.0,0.0,0.0,135.0,122.0,13.0,110250.0,112125.0,,153,1638,1556,12,1983.0,422400.0
200,md,1527,5923,5281,206,268,243,19,253,441,232.0,402.0,12.0,31.0,78.0,60.0,18.0,131745.0,130750.0,,58,1718,1552,19,1987.0,397600.0
201,md,1528,1889,1735,39,70,64,6,107,92,107.0,86.0,0.0,6.0,25.0,25.0,0.0,161875.0,162663.0,,14,651,606,14,1975.0,635500.0
202,md,1529,2986,2326,0,90,76,0,118,142,106.0,142.0,0.0,0.0,113.0,68.0,0.0,154250.0,145156.0,,86,1128,946,0,1993.0,450400.0
203,md,1530,3361,2875,56,40,40,0,20,95,20.0,84.0,0.0,0.0,72.0,72.0,0.0,182692.0,179813.0,,61,1106,1028,9,1989.0,683200.0
204,md,1531,5250,4399,201,69,69,0,191,456,187.0,396.0,4.0,0.0,123.0,108.0,0.0,128409.0,124167.0,,40,2089,1895,52,1994.0,416200.0
205,md,1532,817,728,16,8,8,0,50,105,43.0,105.0,7.0,0.0,34.0,27.0,7.0,114000.0,114750.0,,0,273,250,5,2003.0,264200.0
206,md,1533,5328,4737,189,96,96,0,204,619,181.0,585.0,6.0,17.0,224.0,211.0,0.0,133412.0,134054.0,,134,1483,1353,0,1976.0,413900.0
207,md,1534,3546,1969,822,280,174,100,204,504,128.0,281.0,64.0,162.0,350.0,141.0,55.0,76222.0,80560.0,70043.0,178,523,464,0,1972.0,230000.0
208,md,1535,3886,3043,270,200,114,0,320,220,213.0,203.0,62.0,0.0,330.0,211.0,76.0,99200.0,115066.0,79539.0,115,1098,960,26,1967.0,372400.0
209,md,1536,4580,2483,1396,219,40,149,309,248,152.0,234.0,56.0,14.0,638.0,308.0,230.0,45022.0,47162.0,34423.0,43,221,186,0,1974.0,302800.0
210,md,1537,6767,3755,1237,344,167,143,471,241,273.0,161.0,129.0,29.0,677.0,493.0,59.0,70294.0,63547.0,85294.0,178,208,120,48,1975.0,251400.0
211,md,1538,4015,3527,70,92,92,0,202,172,191.0,172.0,0.0,0.0,94.0,72.0,16.0,120967.0,121108.0,,27,1432,1307,9,1957.0,340300.0
212,md,1539,2115,1738,26,45,41,4,83,145,83.0,138.0,0.0,0.0,30.0,30.0,0.0,113750.0,120673.0,59063.0,29,776,678,15,1956.0,355300.0
213,md,1540,2497,2254,54,58,50,0,51,128,41.0,120.0,0.0,0.0,89.0,83.0,6.0,131389.0,133409.0,,102,756,723,9,1965.0,433300.0
214,md,1541,6395,5297,313,217,194,0,244,435,223.0,426.0,21.0,0.0,215.0,199.0,16.0,126477.0,127750.0,108750.0,74,2188,1943,76,1981.0,334400.0
215,md,1542,5692,4584,14,106,91,0,183,198,167.0,154.0,0.0,0.0,241.0,224.0,0.0,123690.0,127794.0,,101,1963,1670,0,1982.0,411300.0
216,md,1543,2632,2082,185,151,109,42,195,225,193.0,172.0,2.0,53.0,74.0,69.0,5.0,114875.0,119261.0,88400.0,63,696,645,31,1957.0,340200.0
217,md,1544,2629,2184,308,98,89,9,137,221,111.0,183.0,26.0,26.0,113.0,61.0,52.0,124844.0,131250.0,,35,908,804,59,1981.0,337500.0
218,md,1545,5541,5282,91,92,92,0,203,270,171.0,270.0,32.0,0.0,190.0,180.0,10.0,143203.0,143906.0,,65,1818,1766,14,1979.0,561700.0
219,md,1546,4843,4495,18,68,68,0,281,248,269.0,248.0,0.0,0.0,118.0,118.0,0.0,152557.0,150809.0,,68,1580,1531,0,1975.0,499500.0
220,md,1547,2213,2194,0,53,44,0,273,230,273.0,230.0,0.0,0.0,148.0,148.0,0.0,114167.0,114792.0,,38,776,767,0,1983.0,441000.0
221,md,1548,3066,2974,44,55,55,0,237,395,237.0,386.0,0.0,9.0,130.0,122.0,0.0,112697.0,113750.0,,59,1063,1047,16,1961.0,362500.0
222,md,1549,3154,3097,35,65,65,0,257,293,247.0,283.0,10.0,10.0,63.0,63.0,0.0,139047.0,139258.0,,47,1162,1152,10,1973.0,420500.0
223,md,1550,3802,3526,92,73,64,9,134,273,110.0,261.0,24.0,6.0,107.0,97.0,0.0,141302.0,140260.0,,79,1264,1209,9,1968.0,458900.0
224,md,1551,3708,2537,390,105,76,17,348,318,347.0,293.0,1.0,10.0,238.0,104.0,9.0,117841.0,97241.0,176250.0,148,1018,768,72,1992.0,374800.0
225,md,1552,6292,4640,943,380,230,129,625,766,477.0,682.0,109.0,63.0,719.0,281.0,158.0,93682.0,85938.0,178714.0,110,1657,1540,33,1979.0,258700.0
226,md,1553,5384,3601,804,180,82,85,421,471,259.0,368.0,69.0,64.0,403.0,253.0,0.0,100000.0,89828.0,104866.0,68,1620,1371,114,1990.0,233200.0
227,md,1554,3855,2335,577,249,150,82,394,388,331.0,273.0,14.0,90.0,282.0,150.0,64.0,81165.0,83900.0,68182.0,104,883,692,66,1983.0,239700.0
228,md,1555,3315,2617,249,142,142,0,305,299,267.0,248.0,28.0,10.0,131.0,104.0,27.0,93958.0,97826.0,,68,1207,1033,37,1980.0,269600.0
229,md,1556,8608,6230,935,164,141,23,670,905,619.0,737.0,0.0,96.0,284.0,195.0,0.0,137914.0,119211.0,139844.0,89,2788,2276,113,2002.0,350700.0
230,md,1557,3665,2883,325,101,51,32,341,319,312.0,286.0,20.0,0.0,103.0,77.0,26.0,115893.0,119861.0,84474.0,70,1311,1118,69,1983.0,280200.0
231,md,1558,4331,3792,184,138,138,0,325,559,303.0,541.0,10.0,10.0,148.0,139.0,0.0,113071.0,115670.0,66136.0,150,1599,1502,21,1978.0,273800.0
232,md,1559,10888,7667,2154,640,443,170,589,1210,396.0,1128.0,161.0,45.0,1261.0,863.0,225.0,74066.0,75156.0,65462.0,195,2334,2054,193,1991.0,240200.0
233,md,1560,3574,2362,570,91,76,10,373,397,208.0,283.0,80.0,76.0,256.0,222.0,0.0,79766.0,98625.0,60921.0,145,661,522,68,1977.0,189800.0
234,md,1561,5242,3901,775,262,149,78,417,411,381.0,377.0,36.0,22.0,290.0,79.0,171.0,111027.0,115652.0,92404.0,199,1707,1348,188,,259300.0
235,md,1562,4783,3409,572,255,190,26,300,466,238.0,338.0,0.0,0.0,206.0,80.0,0.0,98951.0,100452.0,103889.0,101,1279,1045,59,1985.0,283200.0
236,md,1563,3689,3269,38,120,109,11,585,550,570.0,550.0,15.0,0.0,275.0,275.0,0.0,62875.0,61364.0,,98,1155,1090,11,1951.0,154900.0
237,md,1564,2604,2338,118,108,77,0,459,499,436.0,437.0,18.0,0.0,186.0,121.0,0.0,68828.0,72917.0,,161,896,842,9,1957.0,148500.0
238,md,1565,2515,2089,196,270,203,50,344,352,258.0,283.0,39.0,62.0,453.0,205.0,157.0,48906.0,53100.0,,124,427,403,0,1962.0,128600.0
239,md,1566,2574,2072,229,158,132,7,347,328,266.0,305.0,68.0,7.0,295.0,194.0,94.0,72361.0,86250.0,55536.0,90,532,505,7,1957.0,133200.0
240,md,1567,1352,1292,5,61,61,0,199,196,181.0,196.0,5.0,0.0,47.0,34.0,0.0,75375.0,75125.0,,19,398,380,0,1954.0,163000.0
241,md,1568,6230,4103,1248,426,261,165,585,746,525.0,635.0,18.0,95.0,907.0,776.0,131.0,55565.0,59482.0,36935.0,285,917,857,60,1957.0,130800.0
242,md,1569,1972,1661,120,93,84,0,367,313,332.0,299.0,22.0,0.0,186.0,166.0,0.0,61125.0,60833.0,,120,610,560,11,1952.0,167000.0
243,md,1570,3350,2840,154,77,72,0,665,463,604.0,443.0,61.0,11.0,155.0,155.0,0.0,58036.0,62926.0,43393.0,90,1033,965,47,1955.0,132900.0
244,md,1571,4449,3674,287,315,260,28,880,697,841.0,639.0,24.0,37.0,734.0,559.0,99.0,61628.0,61860.0,,213,1110,1023,27,1955.0,132200.0
245,md,1572,3209,2292,137,182,122,0,452,538,390.0,483.0,20.0,0.0,294.0,251.0,0.0,43900.0,43200.0,56944.0,100,530,502,16,1958.0,162100.0
246,md,1573,2014,1592,159,61,61,0,335,261,296.0,229.0,31.0,32.0,310.0,229.0,0.0,54750.0,46250.0,,46,620,571,20,1948.0,159500.0
247,md,1574,3220,2773,108,317,283,25,427,515,399.0,499.0,0.0,7.0,398.0,225.0,46.0,68550.0,70341.0,,101,899,862,18,1952.0,155800.0
248,md,1575,3580,2887,468,283,234,31,484,501,437.0,420.0,47.0,55.0,904.0,598.0,143.0,56250.0,49980.0,136071.0,149,766,691,55,1944.0,151600.0
249,md,1576,1664,1277,300,86,45,32,233,281,225.0,218.0,4.0,42.0,387.0,241.0,99.0,58906.0,61094.0,,96,303,294,0,1949.0,96800.0
250,md,1577,3033,2348,453,217,190,27,487,323,361.0,285.0,68.0,38.0,692.0,603.0,11.0,69904.0,68654.0,64868.0,57,712,629,51,1945.0,141900.0
251,md,1578,2392,2102,202,206,153,31,335,333,297.0,302.0,32.0,27.0,369.0,266.0,88.0,62750.0,61136.0,,61,762,687,47,1954.0,139200.0
252,md,1579,1635,1546,26,136,133,0,225,275,216.0,271.0,5.0,0.0,199.0,180.0,19.0,54741.0,55000.0,,58,545,513,8,1948.0,167400.0
253,md,1580,2949,663,1939,356,57,288,282,469,64.0,69.0,218.0,389.0,613.0,196.0,361.0,46815.0,48750.0,43750.0,218,378,120,258,1948.0,120300.0
254,md,1581,4726,2261,1280,253,122,104,579,477,284.0,296.0,128.0,135.0,1284.0,341.0,450.0,46727.0,49779.0,45357.0,178,329,305,0,1963.0,143200.0
255,md,1582,2839,2565,151,191,146,36,589,431,589.0,422.0,0.0,0.0,320.0,304.0,0.0,80565.0,81250.0,,109,751,685,44,1955.0,195100.0
256,md,1583,2646,2028,296,273,129,65,292,388,277.0,351.0,0.0,29.0,436.0,275.0,125.0,54679.0,70417.0,16462.0,148,587,506,11,1958.0,182000.0
257,md,1584,5668,3110,1776,585,226,333,837,954,627.0,616.0,144.0,274.0,1854.0,504.0,1008.0,36994.0,62750.0,20288.0,262,913,785,55,1959.0,121900.0
258,md,1585,4429,3743,403,142,133,9,740,662,602.0,621.0,87.0,27.0,453.0,277.0,94.0,92932.0,93045.0,55417.0,87,1198,1072,65,1954.0,251100.0
259,md,1586,2320,2073,138,33,33,0,211,254,200.0,245.0,6.0,9.0,145.0,98.0,37.0,103090.0,103667.0,,59,796,741,30,1955.0,270800.0
260,md,1587,5283,4428,376,195,138,33,816,581,749.0,425.0,41.0,63.0,228.0,181.0,47.0,90632.0,91580.0,43354.0,227,1518,1401,26,1958.0,208900.0
261,md,1588,3497,2852,58,151,151,0,362,432,347.0,416.0,0.0,0.0,340.0,223.0,12.0,90625.0,90625.0,,91,1083,1006,15,1953.0,217900.0
262,md,1589,5638,2265,1120,182,171,0,345,288,171.0,135.0,141.0,63.0,1534.0,330.0,54.0,44415.0,46445.0,,94,541,446,39,1953.0,223200.0
263,md,1590,4676,3679,619,248,163,57,385,547,349.0,537.0,36.0,0.0,313.0,312.0,1.0,84840.0,88712.0,,193,1499,1314,122,1950.0,219900.0
264,md,1591,2417,1599,487,92,29,55,238,189,184.0,152.0,48.0,8.0,190.0,68.0,122.0,77344.0,89375.0,,92,615,522,19,1973.0,198600.0
265,md,1592,2035,1018,595,162,50,94,134,221,98.0,98.0,28.0,110.0,208.0,115.0,45.0,69219.0,91042.0,60385.0,46,436,277,80,1986.0,207900.0
266,md,1593,4976,3354,1289,327,212,115,574,775,337.0,530.0,213.0,212.0,196.0,152.0,44.0,87850.0,86915.0,120201.0,85,1555,1315,207,1952.0,191300.0
267,md,1594,3227,2560,344,102,65,7,452,464,382.0,356.0,34.0,58.0,164.0,111.0,21.0,92375.0,91563.0,,56,1080,934,64,1953.0,198900.0
268,md,1595,2300,1507,506,52,30,7,225,183,147.0,152.0,78.0,31.0,93.0,82.0,0.0,115605.0,93333.0,145789.0,40,728,510,150,1994.0,346800.0
269,md,1596,7029,3204,2998,553,142,330,536,758,311.0,340.0,204.0,303.0,570.0,327.0,243.0,63258.0,80760.0,52202.0,200,1007,459,411,1979.0,228800.0
270,md,1597,4826,2829,1195,247,91,123,489,522,288.0,397.0,139.0,73.0,230.0,117.0,113.0,71932.0,83056.0,42500.0,91,1323,1013,136,1996.0,208900.0
271,md,1598,3173,1480,928,232,66,113,319,452,281.0,292.0,29.0,135.0,255.0,87.0,156.0,93750.0,92981.0,,46,541,320,49,1986.0,330400.0
272,md,1599,3745,1557,1475,260,87,129,384,368,253.0,214.0,124.0,117.0,205.0,71.0,134.0,80690.0,82708.0,72500.0,115,668,354,152,1978.0,217900.0
273,md,1600,3747,700,2947,410,81,320,475,387,73.0,124.0,402.0,263.0,255.0,14.0,228.0,60341.0,52143.0,72824.0,68,622,249,363,1965.0,165000.0
274,md,1601,2113,1487,534,129,72,50,399,347,293.0,277.0,92.0,58.0,180.0,103.0,51.0,81188.0,84013.0,80313.0,70,757,606,131,1958.0,220900.0
275,md,1602,4985,3120,1347,224,108,95,729,512,539.0,403.0,114.0,109.0,666.0,249.0,257.0,65000.0,54855.0,69886.0,304,1475,1032,371,1962.0,207400.0
276,md,1603,3827,3543,111,146,121,0,534,686,534.0,663.0,0.0,10.0,327.0,326.0,1.0,86750.0,86792.0,,131,1206,1138,30,1956.0,175900.0
277,md,1604,3167,2985,122,175,175,0,473,489,473.0,489.0,0.0,0.0,116.0,116.0,0.0,67132.0,73707.0,,67,1073,1020,36,1953.0,168200.0
278,md,1605,3156,2660,250,191,141,28,417,550,404.0,541.0,13.0,9.0,438.0,318.0,120.0,72813.0,75250.0,,133,961,907,18,1967.0,188900.0
279,md,1606,2402,2214,52,97,93,0,417,400,378.0,374.0,22.0,18.0,234.0,203.0,10.0,75682.0,73889.0,,122,623,599,0,1949.0,183400.0
280,md,1607,4309,3407,611,316,226,38,742,717,661.0,569.0,47.0,110.0,457.0,348.0,25.0,56029.0,61992.0,33750.0,163,1048,882,76,1954.0,156700.0
281,md,1608,6413,2520,3385,444,138,276,514,832,244.0,475.0,270.0,272.0,1163.0,501.0,640.0,61103.0,68510.0,58659.0,367,810,507,259,1977.0,126400.0
282,md,1609,5379,1787,3368,661,137,524,495,606,239.0,307.0,227.0,299.0,1079.0,105.0,899.0,38317.0,31937.0,39261.0,163,206,146,44,1972.0,116900.0
283,md,1610,3757,2116,1429,337,146,181,362,559,280.0,327.0,82.0,213.0,921.0,549.0,342.0,50185.0,59342.0,37188.0,78,568,482,76,1976.0,171300.0
284,md,1611,4182,3456,653,257,188,69,554,655,471.0,604.0,67.0,42.0,254.0,178.0,76.0,80840.0,80750.0,80847.0,79,1427,1265,162,1973.0,266300.0
285,md,1612,1723,1608,63,71,71,0,219,248,196.0,237.0,17.0,5.0,141.0,116.0,25.0,93036.0,96354.0,20833.0,51,549,543,0,1955.0,369500.0
286,md,1613,2261,1156,963,130,72,46,234,203,131.0,138.0,83.0,50.0,223.0,88.0,135.0,85781.0,84167.0,107750.0,85,503,370,107,1979.0,308300.0
287,md,1614,3570,3271,200,180,155,25,557,684,530.0,668.0,10.0,16.0,245.0,236.0,0.0,84444.0,83194.0,121042.0,145,1383,1273,72,1958.0,198900.0
288,md,1615,4037,2593,1022,325,211,114,502,524,370.0,477.0,106.0,20.0,617.0,364.0,55.0,65882.0,67417.0,65592.0,123,621,532,62,1956.0,153700.0
289,md,1616,4003,1236,2000,285,21,244,220,286,163.0,118.0,49.0,142.0,472.0,191.0,281.0,79934.0,80474.0,73715.0,179,549,182,199,2000.0,242800.0
290,md,1617,5268,2780,2298,228,63,143,874,504,461.0,277.0,396.0,227.0,414.0,319.0,95.0,59119.0,72873.0,51352.0,143,579,494,70,1975.0,166100.0
291,md,1618,3750,2247,1256,272,160,98,539,642,320.0,501.0,178.0,127.0,287.0,168.0,118.0,63326.0,61136.0,88864.0,53,934,743,106,1957.0,141800.0
292,md,1619,2033,1911,71,129,105,22,282,312,282.0,297.0,0.0,15.0,208.0,191.0,17.0,60179.0,59718.0,,93,588,571,13,1949.0,123200.0
293,md,1620,3757,2847,594,146,96,28,436,520,369.0,465.0,39.0,26.0,269.0,125.0,9.0,95060.0,92361.0,124766.0,106,1179,1006,121,1999.0,270600.0
294,md,1621,1833,1748,29,53,49,0,258,212,249.0,212.0,0.0,0.0,170.0,170.0,0.0,86250.0,87321.0,,52,653,641,8,1966.0,287400.0
295,md,1622,5742,4507,955,370,170,200,989,786,865.0,616.0,107.0,152.0,634.0,420.0,70.0,83795.0,79355.0,84247.0,278,1592,1383,159,1981.0,218200.0
296,md,1623,3910,3603,59,168,168,0,664,481,619.0,481.0,31.0,0.0,345.0,316.0,0.0,83110.0,82849.0,,179,1350,1329,10,1982.0,309600.0
297,md,1624,4119,3357,647,260,183,73,612,438,555.0,413.0,57.0,25.0,250.0,190.0,60.0,79277.0,82713.0,62308.0,121,1105,897,141,1981.0,198500.0
298,md,1625,2604,2409,139,142,138,0,370,343,370.0,343.0,0.0,0.0,90.0,77.0,0.0,88421.0,85000.0,,33,762,752,0,1971.0,298200.0
299,md,1626,2638,2408,180,224,162,50,403,509,375.0,455.0,28.0,54.0,144.0,98.0,8.0,84155.0,85481.0,42974.0,190,720,650,58,1955.0,260200.0
300,md,1627,3380,2928,303,154,146,0,336,394,336.0,394.0,0.0,0.0,351.0,279.0,0.0,89279.0,85139.0,124286.0,119,1076,939,118,1963.0,240600.0
301,md,1628,3106,2342,377,276,161,93,380,636,369.0,465.0,0.0,171.0,371.0,359.0,0.0,48222.0,55104.0,73182.0,137,592,534,13,1954.0,91300.0
302,md,1629,3405,2903,250,94,90,4,518,474,455.0,435.0,51.0,30.0,338.0,297.0,0.0,94167.0,91290.0,165893.0,52,1100,1026,36,1981.0,167800.0
303,md,1630,3684,3231,145,148,99,26,564,451,517.0,426.0,33.0,14.0,474.0,362.0,0.0,57719.0,58259.0,58229.0,100,1024,945,44,1955.0,153300.0
304,md,1631,3887,3655,31,68,59,0,141,192,140.0,171.0,1.0,0.0,42.0,40.0,2.0,150179.0,150655.0,,30,1432,1355,20,1963.0,465800.0
305,md,1632,2908,2531,87,107,107,0,135,207,125.0,207.0,10.0,0.0,63.0,52.0,10.0,114702.0,119028.0,,41,974,867,26,1957.0,322800.0
306,md,1633,7178,5103,1403,249,176,11,747,318,597.0,303.0,150.0,15.0,1296.0,1074.0,86.0,73000.0,91066.0,143990.0,141,839,757,40,1976.0,245300.0
307,md,1634,4996,3614,647,76,51,7,146,196,91.0,189.0,32.0,7.0,198.0,153.0,15.0,119489.0,121964.0,53235.0,79,612,551,0,1975.0,325100.0
308,md,1635,1848,1705,78,12,12,0,62,89,38.0,87.0,17.0,2.0,57.0,55.0,2.0,214375.0,217727.0,,17,656,626,8,1956.0,541700.0
309,md,1636,3703,3575,43,133,122,11,38,96,38.0,71.0,0.0,8.0,53.0,53.0,0.0,204083.0,204917.0,,82,1102,1085,0,1958.0,704500.0
310,md,1637,2182,1949,80,89,83,0,60,50,42.0,33.0,10.0,11.0,22.0,21.0,1.0,121458.0,120938.0,,34,656,631,5,1945.0,330900.0
311,md,1638,2831,2471,27,152,112,0,87,82,49.0,74.0,7.0,0.0,264.0,125.0,0.0,103750.0,110446.0,,74,758,719,0,1954.0,297200.0
312,md,1639,2175,1980,25,51,45,0,60,160,60.0,157.0,0.0,3.0,123.0,103.0,8.0,145000.0,143125.0,,25,695,656,0,1958.0,376800.0
313,md,1640,5004,3404,1066,0,0,0,29,38,14.0,24.0,9.0,7.0,411.0,374.0,21.0,,,,212,5,5,0,1974.0,
314,md,1641,1676,1560,112,22,22,0,44,186,29.0,174.0,15.0,12.0,48.0,42.0,6.0,167500.0,167500.0,,4,430,426,0,1978.0,479600.0
315,md,1642,3381,2514,505,94,65,9,129,118,68.0,67.0,42.0,42.0,282.0,200.0,58.0,128839.0,151908.0,109609.0,89,708,642,54,1968.0,419800.0
316,md,1643,3525,3277,23,87,87,0,35,87,35.0,86.0,0.0,1.0,624.0,564.0,12.0,149583.0,150000.0,,38,879,847,0,1954.0,387800.0
317,md,1644,4338,3234,849,287,194,74,178,391,149.0,277.0,29.0,83.0,686.0,471.0,124.0,101840.0,102536.0,,64,749,689,60,1970.0,236600.0
318,md,1645,2252,2072,50,50,42,8,27,34,16.0,34.0,4.0,0.0,45.0,16.0,29.0,165268.0,165446.0,,50,746,724,0,1947.0,474200.0
319,md,1646,4104,2562,1025,233,83,108,128,177,71.0,67.0,57.0,95.0,283.0,103.0,103.0,110096.0,132188.0,44333.0,194,989,882,63,1944.0,334200.0
320,md,1647,1560,1334,92,43,38,5,51,81,42.0,54.0,0.0,11.0,137.0,121.0,7.0,107222.0,108889.0,,71,581,517,14,1957.0,235000.0
321,md,1648,1879,1378,405,97,66,31,201,130,116.0,109.0,85.0,7.0,231.0,38.0,190.0,85240.0,86316.0,50000.0,93,640,548,63,,217500.0
322,md,1649,3638,1614,1513,156,37,119,181,201,100.0,124.0,81.0,63.0,1067.0,445.0,441.0,96029.0,107150.0,97727.0,163,691,358,248,1966.0,242000.0
